cid,complexity,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,Melting Point 1
131751884,906,"InChI=1S/C30H48O5/c1-18(2)14-19(31)15-29(7)25(35-29)20-8-9-22-27(5)12-11-23(32)26(3,4)21(27)10-13-28(22,6)30(20)16-24(33)34-17-30/h14,19-23,25,31-32H,8-13,15-17H2,1-7H3/t19-,20+,21?,22?,23-,25-,27-,28+,29-,30-/m0/s1",CC(=C[C@@H](C[C@]1([C@@H](O1)[C@H]2CCC3[C@]4(CC[C@@H](C(C4CC[C@]3([C@]25CC(=O)OC5)C)(C)C)O)C)C)O)C,CC(=CC(CC1(C(O1)C2CCC3C4(CCC(C(C4CCC3(C25CC(=O)OC5)C)(C)C)O)C)C)O)C,NICHEDAQBKUSBN-XNHBMLHPSA-N,"(1S,2S,4bR,7S,10aR)-7-hydroxy-2-[(2S,3S)-3-[(2R)-2-hydroxy-4-methylpent-3-enyl]-3-methyloxiran-2-yl]-4b,8,8,10a-tetramethylspiro[2,3,4,4a,5,6,7,8a,9,10-decahydrophenanthrene-1,4'-oxolane]-2'-one",226 - 228 °C
246520,904,"InChI=1S/C43H76O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-23-41(44)45-36-28-30-42(5)35(32-36)24-25-37-39-27-26-38(34(4)22-20-21-33(2)3)43(39,6)31-29-40(37)42/h24,33-34,36-40H,7-23,25-32H2,1-6H3/t34-,36+,37+,38-,39+,40+,42+,43-/m1/s1",CCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,CCCCCCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C,BBJQPKLGPMQWBU-JADYGXMDSA-N,"[(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] hexadecanoate",75 - 77 °C
5320604,904,"InChI=1S/C30H46O3/c1-19(2)9-8-10-20(26(32)33)21-13-17-30(7)23-11-12-24-27(3,4)25(31)15-16-28(24,5)22(23)14-18-29(21,30)6/h9,20-21,24H,8,10-18H2,1-7H3,(H,32,33)",CC(=CCCC(C1CCC2(C1(CCC3=C2CCC4C3(CCC(=O)C4(C)C)C)C)C)C(=O)O)C,CC(=CCCC(C1CCC2(C1(CCC3=C2CCC4C3(CCC(=O)C4(C)C)C)C)C)C(=O)O)C,XLPAINGDLCDYQV-UHFFFAOYSA-N,"6-methyl-2-(4,4,10,13,14-pentamethyl-3-oxo-1,2,5,6,7,11,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl)hept-5-enoic acid",224 - 225 °C
10575445,904,"InChI=1S/C26H24O7/c1-11(2)14-10-15-22(29)19-16(27)8-12(31-5)9-17(19)32-24(15)20-18(14)23(30)25-13(21(20)28)6-7-26(3,4)33-25/h6-9,14,27-28,30H,1,10H2,2-5H3",CC(=C)C1CC2=C(C3=C1C(=C4C(=C3O)C=CC(O4)(C)C)O)OC5=CC(=CC(=C5C2=O)O)OC,CC(=C)C1CC2=C(C3=C1C(=C4C(=C3O)C=CC(O4)(C)C)O)OC5=CC(=CC(=C5C2=O)O)OC,CNWSDOLXOOXOCZ-UHFFFAOYSA-N,"5,9,14-trihydroxy-11-methoxy-3,3-dimethyl-6-prop-1-en-2-yl-6,7-dihydrochromeno[7,6-c]xanthen-8-one",224 - 227 °C
9880,903,"InChI=1S/C24H29ClO4/c1-12(26)24(29-13(2)27)8-6-16-14-10-20(25)19-11-21(28)15-9-18(15)23(19,4)17(14)5-7-22(16,24)3/h10-11,14-18H,5-9H2,1-4H3/t14-,15+,16-,17-,18-,22-,23-,24-/m0/s1",CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C,UWFYSQMTEOIJJG-FDTZYFLXSA-N,"[(1S,2S,3S,5R,11R,12S,15R,16S)-15-acetyl-9-chloro-2,16-dimethyl-6-oxo-15-pentacyclo[9.7.0.02,8.03,5.012,16]octadeca-7,9-dienyl] acetate",200-201
25565,903,"InChI=1S/C24H31Cl2N5O7/c1-2-14-21(35)30-16(10-32)22(36)29-15(12-6-4-3-5-7-12)8-18(34)27-17(11-33)24(38)31-9-13(25)19(26)20(31)23(37)28-14/h3-7,13-17,19-20,32-33H,2,8-11H2,1H3,(H,27,34)(H,28,37)(H,29,36)(H,30,35)",CCC1C(=O)NC(C(=O)NC(CC(=O)NC(C(=O)N2CC(C(C2C(=O)N1)Cl)Cl)CO)C3=CC=CC=C3)CO,CCC1C(=O)NC(C(=O)NC(CC(=O)NC(C(=O)N2CC(C(C2C(=O)N1)Cl)Cl)CO)C3=CC=CC=C3)CO,PMBVHCCVEPYDSN-UHFFFAOYSA-N,"17,18-dichloro-13-ethyl-3,10-bis(hydroxymethyl)-7-phenyl-1,4,8,11,14-pentazabicyclo[14.3.0]nonadecane-2,5,9,12,15-pentone",251 °C WITH DECOMP
114782,903,"InChI=1S/C24H31Cl2N5O7/c1-2-14-21(35)29-16(10-32)22(36)30-17(11-33)24(38)31-9-13(25)19(26)20(31)23(37)28-15(8-18(34)27-14)12-6-4-3-5-7-12/h3-7,13-17,19-20,32-33H,2,8-11H2,1H3,(H,27,34)(H,28,37)(H,29,35)(H,30,36)",CCC1C(=O)NC(C(=O)NC(C(=O)N2CC(C(C2C(=O)NC(CC(=O)N1)C3=CC=CC=C3)Cl)Cl)CO)CO,CCC1C(=O)NC(C(=O)NC(C(=O)N2CC(C(C2C(=O)NC(CC(=O)N1)C3=CC=CC=C3)Cl)Cl)CO)CO,AIUAVRQIJPKJTG-UHFFFAOYSA-N,"17,18-dichloro-9-ethyl-3,6-bis(hydroxymethyl)-13-phenyl-1,4,7,10,14-pentazabicyclo[14.3.0]nonadecane-2,5,8,11,15-pentone",250 - 251 °C
5316543,903,"InChI=1S/C34H40N4O4/c1-5-23(2)29-33(40)35-21-20-24-16-18-27(19-17-24)42-31(26-14-10-7-11-15-26)30(34(41)36-29)37-32(39)28(38(3)4)22-25-12-8-6-9-13-25/h6-21,23,28-31H,5,22H2,1-4H3,(H,35,40)(H,36,41)(H,37,39)/b21-20-",CCC(C)C1C(=O)N/C=C\C2=CC=C(C=C2)OC(C(C(=O)N1)NC(=O)C(CC3=CC=CC=C3)N(C)C)C4=CC=CC=C4,CCC(C)C1C(=O)NC=CC2=CC=C(C=C2)OC(C(C(=O)N1)NC(=O)C(CC3=CC=CC=C3)N(C)C)C4=CC=CC=C4,GVFKEVFAPIUOAI-MRCUWXFGSA-N,"N-[(10Z)-7-butan-2-yl-5,8-dioxo-3-phenyl-2-oxa-6,9-diazabicyclo[10.2.2]hexadeca-1(14),10,12,15-tetraen-4-yl]-2-(dimethylamino)-3-phenylpropanamide",292 °C
5458420,903,"InChI=1S/C24H31Cl2N5O7/c1-2-14-21(35)30-16(10-32)22(36)29-15(12-6-4-3-5-7-12)8-18(34)27-17(11-33)24(38)31-9-13(25)19(26)20(31)23(37)28-14/h3-7,13-17,19-20,32-33H,2,8-11H2,1H3,(H,27,34)(H,28,37)(H,29,36)(H,30,35)/t13-,14-,15-,16-,17-,19-,20-/m0/s1",CC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(=O)N[C@H](C(=O)N2C[C@@H]([C@@H]([C@H]2C(=O)N1)Cl)Cl)CO)C3=CC=CC=C3)CO,CCC1C(=O)NC(C(=O)NC(CC(=O)NC(C(=O)N2CC(C(C2C(=O)N1)Cl)Cl)CO)C3=CC=CC=C3)CO,PMBVHCCVEPYDSN-WSVRAQSBSA-N,"(3S,7S,10S,13S,16R,17R,18S)-17,18-dichloro-13-ethyl-3,10-bis(hydroxymethyl)-7-phenyl-1,4,8,11,14-pentazabicyclo[14.3.0]nonadecane-2,5,9,12,15-pentone",251 °C WITH DECOMP
57134655,903,"InChI=1S/C24H31Cl2N5O7/c1-2-14-21(35)30-16(10-32)22(36)29-15(12-6-4-3-5-7-12)8-18(34)27-17(11-33)24(38)31-9-13(25)19(26)20(31)23(37)28-14/h3-7,13-17,19-20,32-33H,2,8-11H2,1H3,(H,27,34)(H,28,37)(H,29,36)(H,30,35)/t13-,14+,15-,16+,17+,19-,20+/m1/s1",CC[C@H]1C(=O)N[C@H](C(=O)N[C@H](CC(=O)N[C@H](C(=O)N2C[C@H]([C@H]([C@H]2C(=O)N1)Cl)Cl)CO)C3=CC=CC=C3)CO,CCC1C(=O)NC(C(=O)NC(CC(=O)NC(C(=O)N2CC(C(C2C(=O)N1)Cl)Cl)CO)C3=CC=CC=C3)CO,PMBVHCCVEPYDSN-BADCMNFISA-N,"(3S,7R,10S,13S,16R,17S,18R)-17,18-dichloro-13-ethyl-3,10-bis(hydroxymethyl)-7-phenyl-1,4,8,11,14-pentazabicyclo[14.3.0]nonadecane-2,5,9,12,15-pentone",251 °C WITH DECOMP
77098495,903,"InChI=1S/C24H31Cl2N5O7/c1-2-14-21(35)30-16(10-32)22(36)29-15(12-6-4-3-5-7-12)8-18(34)27-17(11-33)24(38)31-9-13(25)19(26)20(31)23(37)28-14/h3-7,13-17,19-20,32-33H,2,8-11H2,1H3,(H,27,34)(H,28,37)(H,29,36)(H,30,35)/t13-,14-,15-,16+,17-,19-,20+/m1/s1",CC[C@@H]1C(=O)N[C@H](C(=O)N[C@H](CC(=O)N[C@@H](C(=O)N2C[C@H]([C@H]([C@H]2C(=O)N1)Cl)Cl)CO)C3=CC=CC=C3)CO,CCC1C(=O)NC(C(=O)NC(CC(=O)NC(C(=O)N2CC(C(C2C(=O)N1)Cl)Cl)CO)C3=CC=CC=C3)CO,PMBVHCCVEPYDSN-KXPAZRKESA-N,"(3R,7R,10S,13R,16R,17S,18R)-17,18-dichloro-13-ethyl-3,10-bis(hydroxymethyl)-7-phenyl-1,4,8,11,14-pentazabicyclo[14.3.0]nonadecane-2,5,9,12,15-pentone",251 °C WITH DECOMP
131752199,903,"InChI=1S/C27H32O15/c28-8-14-17(31)19(33)22(36)27(40-14)42-25-15(9-29)41-26(23(37)21(25)35)39-13-7-11(30)6-12-16(13)18(32)20(34)24(38-12)10-4-2-1-3-5-10/h1-7,14-15,17,19-31,33-37H,8-9H2",C1=CC=C(C=C1)C2C(C(=O)C3=C(O2)C=C(C=C3OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)O)O)O)O)O)O)O,C1=CC=C(C=C1)C2C(C(=O)C3=C(O2)C=C(C=C3OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)O)O)O)O)O)O)O,BEMHMJYMGFZFFQ-UHFFFAOYSA-N,"5-[3,4-dihydroxy-6-(hydroxymethyl)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-3,7-dihydroxy-2-phenyl-2,3-dihydrochromen-4-one",88 - 90 °C
500182,902,"InChI=1S/C30H48O3/c1-25(2)21-9-8-20-19(28(21,5)12-11-23(25)31)10-13-30(7)22-18-27(4,24(32)33)15-14-26(22,3)16-17-29(20,30)6/h21-23,31H,8-18H2,1-7H3,(H,32,33)",CC1(C2CCC3=C(C2(CCC1O)C)CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,CC1(C2CCC3=C(C2(CCC1O)C)CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,BHVJSLPLFOAMEV-UHFFFAOYSA-N,"10-hydroxy-2,4a,6a,9,9,12a,14a-heptamethyl-1,3,4,5,6,7,8,8a,10,11,12,13,14,14b-tetradecahydropicene-2-carboxylic acid",300 - 303 °C
13934281,902,"InChI=1S/C30H44O2/c1-20(19-31)9-8-10-21(2)22-13-17-30(7)24-11-12-25-27(3,4)26(32)15-16-28(25,5)23(24)14-18-29(22,30)6/h9,11,14,19,21-22,25H,8,10,12-13,15-18H2,1-7H3/b20-9+",CC(CC/C=C(\C)/C=O)C1CCC2(C1(CC=C3C2=CCC4C3(CCC(=O)C4(C)C)C)C)C,CC(CCC=C(C)C=O)C1CCC2(C1(CC=C3C2=CCC4C3(CCC(=O)C4(C)C)C)C)C,RHNFCIPJKSUUES-AWQFTUOYSA-N,"(E)-2-methyl-6-(4,4,10,13,14-pentamethyl-3-oxo-1,2,5,6,12,15,16,17-octahydrocyclopenta[a]phenanthren-17-yl)hept-2-enal",127 - 128 °C
75596326,902,"InChI=1S/C30H48O4/c1-19(8-11-25(33)30(7,34)18-31)20-12-16-29(6)22-9-10-23-26(2,3)24(32)14-15-27(23,4)21(22)13-17-28(20,29)5/h9,13,19-20,23,25,31,33-34H,8,10-12,14-18H2,1-7H3",CC(CCC(C(C)(CO)O)O)C1CCC2(C1(CC=C3C2=CCC4C3(CCC(=O)C4(C)C)C)C)C,CC(CCC(C(C)(CO)O)O)C1CCC2(C1(CC=C3C2=CCC4C3(CCC(=O)C4(C)C)C)C)C,KASALCUNLBTNAA-UHFFFAOYSA-N,"4,4,10,13,14-pentamethyl-17-(5,6,7-trihydroxy-6-methylheptan-2-yl)-1,2,5,6,12,15,16,17-octahydrocyclopenta[a]phenanthren-3-one",168 - 170 °C
16058115,901,"InChI=1S/C34H40N4O4/c1-23(2)21-28-32(39)35-20-19-24-15-17-27(18-16-24)42-31(26-13-9-6-10-14-26)30(34(41)36-28)37-33(40)29(38(3)4)22-25-11-7-5-8-12-25/h5-20,23,28-31H,21-22H2,1-4H3,(H,35,39)(H,36,41)(H,37,40)/b20-19-",CC(C)CC1C(=O)N/C=C\C2=CC=C(C=C2)OC(C(C(=O)N1)NC(=O)C(CC3=CC=CC=C3)N(C)C)C4=CC=CC=C4,CC(C)CC1C(=O)NC=CC2=CC=C(C=C2)OC(C(C(=O)N1)NC(=O)C(CC3=CC=CC=C3)N(C)C)C4=CC=CC=C4,KCFAADIKGBVBFW-VXPUYCOJSA-N,"2-(dimethylamino)-N-[(10Z)-7-(2-methylpropyl)-5,8-dioxo-3-phenyl-2-oxa-6,9-diazabicyclo[10.2.2]hexadeca-1(14),10,12,15-tetraen-4-yl]-3-phenylpropanamide",238 - 239 °C
85705,900,"InChI=1S/C28H34O14/c1-11-21(31)23(33)25(35)27(39-11)38-10-19-22(32)24(34)26(36)28(42-19)40-14-7-15(29)20-16(30)9-17(41-18(20)8-14)12-3-5-13(37-2)6-4-12/h3-8,11,17,19,21-29,31-36H,9-10H2,1-2H3",CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)OC)O)O)O)O)O)O)O,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)OC)O)O)O)O)O)O)O,RMCRQBAILCLJGU-UHFFFAOYSA-N,"5-hydroxy-2-(4-methoxyphenyl)-7-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxy-2,3-dihydrochromen-4-one",211 - 213 °C
4463283,900,"InChI=1S/C28H34O14/c1-11-21(32)23(34)25(36)27(38-11)42-26-24(35)22(33)19(10-29)41-28(26)39-14-7-15(30)20-16(31)9-17(40-18(20)8-14)12-3-5-13(37-2)6-4-12/h3-8,11,17,19,21-30,32-36H,9-10H2,1-2H3",CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)OC)O)CO)O)O)O)O)O,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)OC)O)CO)O)O)O)O)O,NLAWPKPYBMEWIR-UHFFFAOYSA-N,"7-[4,5-dihydroxy-6-(hydroxymethyl)-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-5-hydroxy-2-(4-methoxyphenyl)-2,3-dihydrochromen-4-one",210 - 211 °C
5855402,900,"InChI=1S/C31H39N5O4/c1-18(2)26(32-5)30(38)36-27-28(19(3)4)40-22-12-10-20(11-13-22)14-15-33-29(37)25(35-31(27)39)16-21-17-34-24-9-7-6-8-23(21)24/h6-15,17-19,25-28,32,34H,16H2,1-5H3,(H,33,37)(H,35,39)(H,36,38)/b15-14-",CC(C)C1C(C(=O)NC(C(=O)N/C=C\C2=CC=C(O1)C=C2)CC3=CNC4=CC=CC=C43)NC(=O)C(C(C)C)NC,CC(C)C1C(C(=O)NC(C(=O)NC=CC2=CC=C(O1)C=C2)CC3=CNC4=CC=CC=C43)NC(=O)C(C(C)C)NC,SBDJWBSJRCPRDV-PFONDFGASA-N,"N-[(10Z)-7-(1H-indol-3-ylmethyl)-5,8-dioxo-3-propan-2-yl-2-oxa-6,9-diazabicyclo[10.2.2]hexadeca-1(14),10,12,15-tetraen-4-yl]-3-methyl-2-(methylamino)butanamide",135.5 - 137 °C
10010147,900,"InChI=1S/C41H77NO9/c1-4-6-8-10-12-13-14-15-16-18-20-24-29-35(45)40(49)42-33(31-50-41-39(48)38(47)37(46)36(30-43)51-41)34(44)28-25-21-23-27-32(3)26-22-19-17-11-9-7-5-2/h25,27-28,33-39,41,43-48H,4-24,26,29-31H2,1-3H3,(H,42,49)/b28-25+,32-27+",CCCCCCCCCCCCCCC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(/C=C/CC/C=C(\C)/CCCCCCCCC)O)O,CCCCCCCCCCCCCCC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C=CCCC=C(C)CCCCCCCCC)O)O,YBSQGNFRWZKFMJ-BOLNYJQLSA-N,"2-hydroxy-N-[(4E,8E)-3-hydroxy-9-methyl-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoctadeca-4,8-dien-2-yl]hexadecanamide",180 - 190 °C
14034471,900,"InChI=1S/C30H46O3/c1-19(8-7-9-20(2)25(32)33)21-12-14-28(6)23-11-10-22-26(3,4)24(31)13-15-29(22)18-30(23,29)17-16-27(21,28)5/h9,19,21-23H,7-8,10-18H2,1-6H3,(H,32,33)/b20-9+",CC(CC/C=C(\C)/C(=O)O)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(=O)C5(C)C)C)C,CC(CCC=C(C)C(=O)O)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(=O)C5(C)C)C)C,MZPNVEOVZSHYMZ-AWQFTUOYSA-N,"(E)-2-methyl-6-(7,7,12,16-tetramethyl-6-oxo-15-pentacyclo[9.7.0.01,3.03,8.012,16]octadecanyl)hept-2-enoic acid",187 - 189 °C
