smiles,mpC
CC(C)c1ccc(O)c(O)c1,78.0
O=C(C1=NOC2C(=O)N(c3cc(Cl)ccc3Cl)C(=O)C12)c1cccs1,221.0
Clc1cc2c(cc1Cl)-c1cc(Cl)c(Cl)cc1-2,239.0
OB(O)c1cccc2c1Sc1ccccc1S2,147.0
Cn1c(=O)c(C2=NNC(=O)C2=Cc2ccc3c(c2)OCO3)c(O)c2ccccc21,265.0
NNc1ccccc1C(F)(F)F,60.0
CC(=O)c1ccc(F)c([N+](=O)[O-])c1,48.0
Oc1cccc(CN2CCCCC2)c1,140.0
CCC1(O)c2ccccc2C1C,52.0
CCCCCCCC,-57.0
CC(C)(C)Oc1ccc(O)cc1,152.0
CC(C)OC(=O)OOC(=O)OC(C)C,10.0
C=CC(C)=O,-7.0
CSc1ncccc1C(=O)Cl,94.0
CCCC(=O)CC,-55.0
CCOC(=O)/C=C(/C)N,32.0
CC=NO,45.0
N#CCc1c(Cl)cccc1Cl,76.0
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,248.5
COc1ccc(CO)cc1Br,61.0
COc1ccc(C2Nn3c(nnc3-c3ccccc3)S2)cc1,160.0
O=C(SSC(=O)c1ccccc1)c1ccccc1,134.5
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5,157.0
Cc1cc(C#N)ccc1N,94.0
CN(C)C(=S)Sc1ccc2ccccc2c1,114.0
CC(C)C(C)N,-50.0
O=C(O)/C=C/C(=O)c1ccc(Cl)cc1,158.0
NS(=O)(=O)c1ccc(SCCCO)cc1,117.0
O=C(OCC(=O)N1CCC1C(=O)O)c1ccccc1,149.5
O=C(O)C(=O)Nc1ccccc1,150.0
COc1ccc(Cl)c(Cl)c1Cl,69.5
O=C(O)CC(Br)C(=O)O,161.0
COc1cc(C(c2ccc(C)s2)c2ccc(C)s2)c([N+](=O)[O-])cc1OC,120.0
CCCCCCCCc1ccc(NC(=O)c2ccc(C)cc2)cc1,113.0
CCCCCCCCCCCCCCCCS,21.0
ClC1CCC(Cl)CC1,18.0
ClP(Cl)(Cl)(Cl)Cl,148.0
BrC(=C(Br)c1ccccc1)c1ccccc1,228.0
O=C(O)Cc1cccc(OC(F)(F)F)c1,54.0
Cc1cccc(C(=O)O)n1,129.0
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,215.5
Nc1nc2c(ncn2[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1,239.0
O=C(O)[C@@H]1[C@H](C(=O)O)[C@H]2C=C[C@@H]1C2,150.5
CCC(C(=O)C=Cc1ccccc1)C(=O)OC1CC(C)CCC1C(C)C,135.0
CC1CC(OC(=O)c2ccccc2)CC(C)(C)N1,70.5
Nc1cc(CCNC(=O)c2ccccc2)ccc1CCNC(=O)c1ccccc1,210.0
O=C1NN=C(C(F)(F)F)C1=NNc1ccccc1C(=O)O,274.0
CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1C(F)(F)F,203.0
c1ccc2c(/N=N/c3cccc4ccccc34)cccc2c1,190.0
CN(C)c1ccc(/C=N/c2ccccc2)cc1,99.0
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Cl,44.0
C[Si](c1ccccc1)(c1ccccc1)c1ccccc1,67.0
CS(C)=O,18.0
CC(C)NC(O)/C=C/Oc1cccc2ccccc12,96.0
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1,-33.0
Fc1ccccc1I,-42.0
C[C@@H]1CCCC[C@@H]1O,8.0
O=C1c2ccccc2C(=O)N1CCl,133.0
O=c1c(Cl)c[nH]cc1Cl,323.0
CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,206.5
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,47.0
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,87.0
CC(Br)C(C)(C)Br,15.0
CC(C(=O)O)=C(C)c1cccc(C)c1,163.0
O=Cc1cccc2c(Br)cccc12,105.0
CCOc1ccc(C(=O)O)cc1,198.0
CCCCCCCCCCC=CCCCCCCCC(=O)O,23.0
O=[N+]([O-])c1ccc(Br)s1,44.0
COc1cc2cccc(OC)c2cc1C=O,137.0
COc1cccc(F)c1C(=O)O,91.0
CC1(C)CC(=O)C(Cl)C(=O)C1,163.0
Nc1ccc2cc(N)ccc2c1,213.0
CN(C)c1ccc(C(O)C2C(=O)N(c3ccccc3)N=C2C(F)(F)F)cc1,171.0
CCC(=O)OC(c1ccccc1)C(c1ccccc1)C(C)CN(C)C,75.5
Cc1cc(=O)oc2c(O)c(O)ccc12,243.0
CC(C)S(=O)(=O)n1c(N)nc2ccc(C(=NO)c3ccccc3)cc21,198.5
CCOC(=O)CCc1ccc2c(c1)NC(=O)CC2,124.0
CC(=O)C=O,-62.0
CCCCCCCCCCCCCCCCCC(=O)OCC,35.0
Cc1cc(C)c(B(O)O)c(C)c1,124.0
COc1ccc(C=NC2=NC(C(F)(F)F)N=N2)cc1,172.0
N#CC1=C(N)Oc2c(c(C(F)(F)F)nn2-c2ccccc2)C1c1ccc(Cl)cc1,221.0
Fc1ccc(F)cc1,-13.0
Nc1ccncn1,150.0
NC(CSCC(=O)O)C(=O)O,206.0
O=C(O)CC(F)(F)C(=O)O,142.0
CCOC(=O)c1ccc(OC)cn1,39.0
c1ccc(Cc2ccncc2)cc1,10.0
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl,159.0
Cc1ccc([N+](=O)[O-])c(F)c1,53.0
COc1cc(C(=O)[O-])ccc1O,211.5
O=S(=O)(Cl)c1c(Cl)sc(Cl)c1Br,69.0
O=C1CC2CCCCC2C1,-12.0
COC(=O)c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12,108.0
O=C(O)/C=C/c1ccc(O)c(O)c1,225.0
CC(C)(Oc1ccccc1)C(=O)O,98.5
Cc1ccc(Br)c(C)c1[N+](=O)[O-],70.0
O=C1Cc2c1cccc2[N+](=O)[O-],116.0
CC(=O)n1cc(C=O)c2ccccc21,162.0
O=[N+]([O-])C(=Cc1ccccc1[N+](=O)[O-])c1ccccc1,107.0
CCc1ccc(C#Cc2ccc(C)cc2)cc1,73.0
CCOC(=O)c1c(C)csc1N,81.0
C#CCCCCCCCC#C,-17.0
C=C1C(=O)C23C(OC(C)=O)CC4C(C)(C)CCC(OC(C)=O)C4(C=O)C2C(OC(C)=O)CC1C3OC(C)=O,212.0
N#Cc1ccc(O)c([N+](=O)[O-])c1,141.0
CCOC(=O)CCCC(=O)OCC,-24.1
C1=Cc2ccc(o2)-c2ccc(o2)C=Cc2ccc(o2)-c2ccc1o2,271.0
Cc1cc(O)c(Cl)cc1Cl,73.0
COC(=O)C(NC(=O)OCc1ccccc1)P(=O)(OC)OC,78.0
CC(C)CC1CCCCC1,-95.0
O=C1NC(=O)C(=NNc2ccc(Br)cc2)C(=O)N1,295.0
Clc1cc(C(Cl)Cl)c(Cl)cc1C(Cl)Cl,72.0
O=CC1CC=CCC1,2.0
C[Si](C)(C)OS(=O)(=O)O[Si](C)(C)C,46.0
CCCCOC(C)=O,-78.0
CC(C)(C)C(N)=S,115.0
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,66.5
CC(O)CNCCN,-50.0
COC(=O)C1=C(C(=O)OC)[C@]2(CCl)c3ccccc3[C@H]1c1ccccc12,168.85
O=C(O[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C(=O)O)c1ccccc1,155.0
CC(=O)c1ccc(O)c(O)c1O,171.0
CCC1(C(C)C)C(=O)NC(=O)NC1=O,198.0
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,213.0
Cc1ncc[nH]1,143.0
Oc1ccc(Cl)nc1,155.0
CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](NC)CC[C@@]45C[C@@]35CC[C@]12C,207.35
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,139.0
c1ccc2nc(-c3cc(-c4cnc5ccccc5n4)cc(-c4cnc5ccccc5n4)c3)cnc2c1,302.0
CC(C)(C)c1cc(CC#N)cc(C(C)(C)C)c1O,111.0
Cc1ccc2c(C=O)c[nH]c2c1,187.0
O=C(N[C@@H](Cc1ccccc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,183.0
CC(C)(NC(=O)C(Br)C(C)(C)C)c1ccccc1,180.1
CCC(O)CN(CC(O)CC)CC(O)CC,41.0
N#CCc1nc2ccccc2s1,101.0
Clc1ccc(Cl)c(Br)c1,34.0
Oc1ccccc1/C=N/c1ccccc1,49.5
BrC(Br)=Cc1ccccc1,75.0
CC(=NO)C(=O)c1ccccc1,114.0
Nc1ccc(Cl)cc1,70.0
CCOC(=O)C1C(c2ccc(OC)cc2)C(C(=O)OCC)C(O)(C(F)(F)F)NC1(O)C(F)(F)F,109.0
Brc1cccc2ncccc12,46.0
NC1=CC(=O)CCC1,131.0
N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,125.0
C=C1C(=CC=C2CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,113.0
CCn1c(=O)n(CC)c(=O)n(CC)c1=O,96.85
Cc1ccc(SSc2ccc(C)cc2)cc1,47.5
CC(C)(C)OC(=O)n1cccc1C=O,51.0
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,196.25
CC(=O)NCCO,16.0
CC(=O)Oc1ccccc1OC(C)=O,64.0
CCC=CCCCC,-110.0
CCCCCCCCCCCCCCCCOC(C)=O,-18.5
CC12CCC(C(=C3OC(C4C(=O)C5(C)CCC4C5(C)C)C3=O)C1=O)C2(C)C,196.0
Cc1cccc([N+](=O)[O-])c1O,70.0
O=C([O-])OCCOC(=O)O,36.0
CCCCCCCCCCCCCCCC(=O)OC(C)C,12.0
Cc1ccc(S(=O)(=O)OC2CCCCC2)cc1,46.0
C=CC(Cl)(Cl)Cl,-30.0
COc1ccc(CCO)cc1,28.0
COc1ccc2cc(C(C)CO)ccc2c1,87.0
C1CCSC1,-96.0
CC(C)(C)[Si](C)(C)Cl,88.0
COc1ccc(C(=O)NN=C(C)c2c(O)c3ccccc3n(-c3ccccc3)c2=O)cc1,218.0
CCCCCCCCCCCCCCCC(=O)ON,22.0
O=Nc1ccc(Nc2ccccc2)cc1,143.0
CC(=NNC(N)=O)C1=CCC2(C)C(CCC3C4=C(CCC32)C(C)(C)CC4)C1,239.0
Cc1ccccc1-c1ccccc1C,18.0
O=C(O)CSc1nnc(S)s1,167.0
CC(O)[C@H](NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,80.0
COc1cc2c(c(O)c1OC)CCN(C)C2C,151.5
NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],201.0
Nc1ncc(Br)cc1[N+](=O)[O-],208.0
N#CCC(=O)O,67.0
Oc1c(F)cccc1Cl,63.0
O=C(O)Cc1ccc(F)cc1Cl,104.0
CCCCCOc1ccc(N=Nc2ccc(CCCC)cc2)cc1,42.0
COC(=O)C1=C(C(=O)OC)[C@]2(COC(=O)[C@H](C)NC(C)=O)c3ccccc3[C@H]1c1ccccc12,180.35
O=C(C(Br)Br)C(Br)(Br)Br,79.5
COC(=O)c1ccc([N+](=O)[O-])cc1,96.0
O=C(O)c1cc(Br)cc(I)c1,220.0
Nc1cc(-c2ccccc2)ccc1O,200.0
CC(=O)C(=O)Nc1ccccc1,100.0
CC(C)C(=O)OCC(C)(C)C(O)C(C)C,-50.0
CCCCCCCCCCCCCCCCCCS(=O)(=O)Cl,58.0
CCOC(=O)NC1C(N(C)C)C2CCC1(C)C2(C)C,237.0
O=C1C=CC2C3C=CC(C3)C12,56.0
CCCCCCC=CCCCCCCCC(=O)O,-0.1
Cc1cc(Cl)ccc1[N+](=O)[O-],25.5
Cn1c(=S)sc2ccccc21,90.0
Cc1ccc([C@@H]2CC(=O)[C@@H](c3ccccc3)[C@H](c3ccc(C)cc3)N2)cc1,147.85
C1=CC2c3ccccc3C1C21CC1,43.0
O=[N+]([O-])c1cccc(Br)c1O,68.0
CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,165.3
O=C(NC(C(=O)O)c1ccccc1)OCC(Cl)(Cl)Cl,142.0
Clc1ncnc2sc3c(c12)CCCC3,96.0
CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,185.5
CCC/C=C/C(=O)O,33.0
CCSC(=O)COc1ccc(Cl)cc1C,41.5
Cc1ccc(C(=O)C=Cc2ccc(Br)o2)o1,69.0
c1ccc2cccc-2cc1,100.0
CC(=O)OC(C)C#N,-75.0
CCCCCCCCOc1cc(N(NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)cc(OCCCCCCCC)c1OCCCCCCCC,73.5
CC(C)(C)C=C=C=C=CC(C)(C)C,135.0
Cc1cc(C)c(C)c(O)c1C,118.5
c1ccc(Cc2nc3ccccc3nc2Cc2ccccc2)cc1,118.0
CCCCS(=O)CCCC,33.0
COc1cc(C)c(C=O)c(OC)c1,65.0
CC(=O)NCC1(c2ccccc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,98.5
CC(C)(C)NC(=O)C(c1ccccc1)N(Cc1ccco1)C(=O)CNC(=O)OC(C)(C)C,203.0
CN(C)c1ccc(C=Nn2c(S)nnc2C(F)(F)F)cc1,200.0
N#CC=Cc1ccco1,38.0
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,266.5
O=C(OCc1ccco1)c1ccco1,27.5
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,230.0
COc1ccc(-c2nn3c(COc4ccccc4)nnc3s2)cc1OC,106.0
CC(C)C1CCCCC1,-89.4
F/C(Cl)=C(/F)Cl,-130.5
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,236.0
CC1(C)CC(=O)c2c(C(=O)c3ccc(Cl)cc3)noc2C1,126.0
CC(=O)O[Si](C)(C)C,-32.0
COc1cc2c(cc1C)C(Cl)C2,41.0
CCc1occc(=O)c1O,162.0
CCOC(=O)c1cccc(Cl)c1O,21.0
CCN(C)CC,-196.0
O=CC=Cc1ccccc1,-7.0
CC12CCCCC1CCC1C2CCC2(C)C(OCc3ccccc3)CCC12,160.0
O=C1CCN(C(=O)OCc2ccccc2)CC1,40.0
CN(C)c1ccc(N=c2cc(-c3ccccc3)cc(-c3ccccc3)s2)cc1,148.0
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,104.0
O=[N+]([O-])c1cc(Cl)c(Nc2ncc(C(F)(F)F)cc2Cl)c([N+](=O)[O-])c1,126.0
O=Cc1cc(Br)c(Br)s1,80.0
CC(C)Oc1cc(N)c(Cl)cc1Cl,42.0
Clc1cc(Cl)ncn1,66.0
FC(F)(F)c1cccc(Br)c1,1.0
CN(C)c1cccc(O)c1,82.0
Fc1cccc2ccccc12,-10.0
O=c1[nH]cccc1[N+](=O)[O-],232.0
O=C(NCCCl)c1ccccc1,103.0
CC(=O)OCC(C(OC(C)=O)c1ccccc1)[N+](=O)[O-],70.0
Nc1nc(-c2ccc3ccccc3c2)cs1,155.0
O=S(=O)(Cl)Cc1ccccc1,92.0
NNC(=O)c1ccccc1Br,153.0
OCc1cccc(C(F)(F)F)c1Cl,76.0
O=[N+]([O-])c1ccc(I)cc1,175.0
NC(=O)/C=C/c1ccc(Cl)cc1,213.0
Clc1cccc2cc3c(Cl)cccc3cc12,189.0
Cc1cccc2cccnc12,-80.0
COc1cc(C(=O)O)cc(OCc2ccccc2)c1OC,178.0
COc1cc2c(c(O)c1OC)C(C)N(C)CC2,111.5
O=C(O)c1ccccc1-c1ccc(C(F)(F)F)cc1,169.0
COc1cc(Br)cc(Br)c1,41.5
OCc1ccc(SC(F)(F)F)cc1,52.0
CC1(C)c2ccccc2NC1C(N)=O,169.0
O=C(OCCOc1cc(OCCOC(=O)c2ccccc2)c([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1,165.0
N#CC(=NNc1cc(Cl)c(Cl)cc1Cl)c1nc2ccccc2s1,214.0
c1ccc(C2N=c3ccccc3=N2)cc1,293.0
COc1cc(CC(=O)O)cc(OC)c1,103.0
Cc1ccc(/N=C/c2ccccc2)cc1,35.0
Cc1ccc2cccc([N+](=O)[O-])c2n1,138.0
